sample_index,question_id,question,ground_truth_answer,gold_doc_id,top_k,retrieved_doc_ids,retrieval_hit,generated_answer,citations,cited_doc_ids,invalid_citations,citation_hit
45,indonesian--5216035122508034433-0,Apa genre novel The Prestige?,fiksi,2179,3,"[2179, 1566, 502]",True,The Prestige adalah sebuah novel thriller. [1],[1],[2179],[],True
45,indonesian--5216035122508034433-0,Apa genre novel The Prestige?,fiksi,2179,5,"[2179, 1566, 502, 2925, 3317]",True,Novel The Prestige adalah sebuah cerpen atau novel. [1],[1],[2179],[],True
45,indonesian--5216035122508034433-0,Apa genre novel The Prestige?,fiksi,2179,10,"[2179, 1566, 502, 2925, 3317, 2798, 1350, 2288, 3162, 2790]",True,Fictional mystery [1].,[1],[2179],[],True
46,indonesian--7653496435329226436-0,Kapan Gereja Masehi Injili didirikan?,1934,1355,1,[2156],False,531 [2],[2],[],[2],False
46,indonesian--7653496435329226436-0,Kapan Gereja Masehi Injili didirikan?,1934,1355,3,"[2156, 2926, 2562]",False,"Sejarah Gereja (Greek: Ἐκκλησιαστικὴ ἱστορία, ekklesiastike historia; Latin: Historia Ecclesiastica atau Historia Ecclesiae; English: Church History) karya Eusebius dari Kaisarea adalah sebuah karya tulis perintis dari abad ke-4 Masehi, berisi catatan kronologis perkembangan Kekristenan mula-mula mulai dari abad pertama Masehi.",[],[],[],False
46,indonesian--7653496435329226436-0,Kapan Gereja Masehi Injili didirikan?,1934,1355,5,"[2156, 2926, 2562, 913, 2651]",False,"Sejarah Gereja (Greek: Ἐκκλησιαστικὴ ἱστορία, ekklesiastike historia; Latin: Historia Ecclesiastica atau Historia Ecclesiae; English: Church History) karya Eusebius dari Kaisarea adalah sebuah karya tulis perintis dari abad ke-4 Masehi, berisi catatan kronologis perkembangan Kekristenan mula-mula mulai dari abad pertama Masehi.",[],[],[],False
46,indonesian--7653496435329226436-0,Kapan Gereja Masehi Injili didirikan?,1934,1355,10,"[2156, 2926, 2562, 913, 2651, 2299, 3523, 1355, 2645, 230]",True,1934 [6].,[6],[2299],[],False
47,indonesian--7615598806501653018-2,berapa kalikah New York Yankees memenangi turnamen liga bisbol amerika?,27 kejuaraan,2565,1,[2565],True,27 kali [1].,[1],[2565],[],True
47,indonesian--7615598806501653018-2,berapa kalikah New York Yankees memenangi turnamen liga bisbol amerika?,27 kejuaraan,2565,3,"[2565, 3623, 1083]",True,New York Yankees memenangkan 27 kejuaraan. [1],[1],[2565],[],True
47,indonesian--7615598806501653018-2,berapa kalikah New York Yankees memenangi turnamen liga bisbol amerika?,27 kejuaraan,2565,5,"[2565, 3623, 1083, 500, 2775]",True,New York Yankees memenangi 27 kejuaraan. [1],[1],[2565],[],True
47,indonesian--7615598806501653018-2,berapa kalikah New York Yankees memenangi turnamen liga bisbol amerika?,27 kejuaraan,2565,10,"[2565, 3623, 1083, 500, 2775, 1810, 501, 3310, 101, 2522]",True,New York Yankees memenangkan 27 kejuaraan di Liga Majors. [1],[1],[2565],[],True
48,indonesian-4876307625412656302-5,Kapan Fransiskus diangkat menjadi Paus ?,13 Maret 2013,1307,1,[628],False,Paus Fransiskus diangkat menjadi Paus pada tanggal 13 Maret 2013.,[],[],[],False
48,indonesian-4876307625412656302-5,Kapan Fransiskus diangkat menjadi Paus ?,13 Maret 2013,1307,3,"[628, 1307, 2535]",True,Paus Fransiskus diangkat menjadi Paus pada tanggal 13 Maret 2013. [4],[4],[],[4],False
48,indonesian-4876307625412656302-5,Kapan Fransiskus diangkat menjadi Paus ?,13 Maret 2013,1307,5,"[628, 1307, 2535, 3287, 629]",True,Fransiskus diangkat menjadi Paus pada tanggal 13 Maret 2013. [4],[4],[3287],[],False
48,indonesian-4876307625412656302-5,Kapan Fransiskus diangkat menjadi Paus ?,13 Maret 2013,1307,10,"[628, 1307, 2535, 3287, 629, 57, 3184, 75, 1631, 2012]",True,Fransiskus diangkat menjadi Paus pada tanggal 13 Maret 2013. [4],[4],[3287],[],False
49,indonesian-3483830721359041330-3,dimanakah Sunan Kudus dilahirkan?,Al-Quds negara Palestina,2110,1,[913],False,"Sunan Kudus dilahirkan di Bethlehem, Palestina [1].",[1],[913],[],False
49,indonesian-3483830721359041330-3,dimanakah Sunan Kudus dilahirkan?,Al-Quds negara Palestina,2110,3,"[913, 2110, 199]",True,"Sunan Kudus dilahirkan di Al-Quds, Negara Palestina [2].",[2],[2110],[],True
49,indonesian-3483830721359041330-3,dimanakah Sunan Kudus dilahirkan?,Al-Quds negara Palestina,2110,5,"[913, 2110, 199, 1414, 1646]",True,"Sunan Kudus dilahirkan di Al-Quds, negara Palestina. [2]",[2],[2110],[],True
49,indonesian-3483830721359041330-3,dimanakah Sunan Kudus dilahirkan?,Al-Quds negara Palestina,2110,10,"[913, 2110, 199, 1414, 1646, 776, 2800, 3604, 2126, 2891]",True,"Sunan Kudus dilahirkan di Al-Quds, Negara Palestina [2].",[2],[2110],[],True
